gene_symbol,ensembl_id,chr,start,end,strand
MARCHF9,ENSG00000139266,12,57755103,57760411,+
CYP27B1,ENSG00000111012,12,57762334,57768986,-
METTL1,ENSG00000037897,12,57768471,57772131,-
EEF1AKMT3,ENSG00000123427,12,57771492,57782541,+
TSFM,ENSG00000123297,12,57782731,57808071,+
AVIL,ENSG00000135407,12,57797376,57818734,-
RNU6-1083P,ENSG00000206749,12,57806154,57806260,-
CTDSP2,ENSG00000175215,12,57819927,57846729,-
MIR26A2,ENSG00000207789,12,57824609,57824692,-
ATP23,ENSG00000166896,12,57906039,57959148,+
GIHCG,ENSG00000257698,12,57930084,57942198,-
LINC02403,ENSG00000257541,12,58087853,58093386,+
LINC02388,ENSG00000257259,12,58565959,58781747,-
LRIG3,ENSG00000139263,12,58872037,58920551,-
LRIG3-DT,ENSG00000257443,12,58920362,59193288,+
RNU6-279P,ENSG00000212599,12,59369051,59369151,-
RNU6-871P,ENSG00000251931,12,59450673,59450772,-
LINC02448,ENSG00000257230,12,59484600,59569661,-
RNU4-20P,ENSG00000202471,12,59586793,59586943,-
SLC16A7,ENSG00000118596,12,59596027,59789855,+
TAFA2,ENSG00000198673,12,61707341,62279150,-
USP15,ENSG00000135655,12,62260338,62417431,+
MIR6125,ENSG00000284360,12,62260359,62260454,+
RNU6-595P,ENSG00000200814,12,62334091,62334197,-
MON2,ENSG00000061987,12,62466799,62600476,+
MON2-AS1,ENSG00000257568,12,62482349,62484932,-
RNU6-399P,ENSG00000202034,12,62545582,62545679,-
LINC01465,ENSG00000221949,12,62601751,62603690,-
MIRLET7IHG,ENSG00000257354,12,62602752,62622213,+
MIRLET7I,ENSG00000199179,12,62603686,62603769,+
PPM1H,ENSG00000111110,12,62643994,62935163,-
RNU1-83P,ENSG00000200296,12,62850738,62850901,-
AVPR1A,ENSG00000166148,12,63142759,63151201,-
LINC03056,ENSG00000258117,12,63292622,63360068,-
DPY19L2,ENSG00000177990,12,63558913,63668939,-
RXYLT1,ENSG00000118600,12,63779833,63809792,+
RXYLT1-AS1,ENSG00000255850,12,63804739,63822219,-
SRGAP1,ENSG00000196935,12,63843761,64162217,+
KICS2,ENSG00000174206,12,64186226,64222296,-
RNU6-1009P,ENSG00000212298,12,64204793,64204899,+
RNU5A-7P,ENSG00000251788,12,64228560,64228675,-
C12orf56,ENSG00000185306,12,64264762,64390758,-
XPOT,ENSG00000184575,12,64404168,64451129,+
TBK1,ENSG00000183735,12,64452090,64502114,+
RASSF3,ENSG00000153179,12,64507001,64697567,+
RASSF3-DT,ENSG00000256670,12,64599078,64609459,-
MIR548Z,ENSG00000266016,12,64622509,64622605,-
MIR548C,ENSG00000207546,12,64622509,64622605,+
GNS,ENSG00000135677,12,64713442,64759446,-
TBC1D30,ENSG00000111490,12,64759484,64881033,+
LINC02389,ENSG00000255693,12,64883319,64990646,+
LINC02231,ENSG00000248995,12,64920844,64992999,-
RNU6ATAC42P,ENSG00000221564,12,64939023,64939117,+
WIF1,ENSG00000156076,12,65050626,65121548,-
RNU6-166P,ENSG00000207099,12,65095749,65095855,+
LEMD3,ENSG00000174106,12,65169342,65248355,+
MSRB3,ENSG00000174099,12,65278643,65491430,+
MSRB3-AS1,ENSG00000250748,12,65466820,65642372,-
LINC02454,ENSG00000256268,12,65589095,65622806,+
RPSAP52,ENSG00000293176,12,65728513,65826997,-
HMGA2,ENSG00000149948,12,65824460,65966291,+
HMGA2-AS1,ENSG00000197301,12,65851340,65882167,-
HMGA2-AS2,ENSG00000256083,12,65934777,65948479,-
MIR6074,ENSG00000276878,12,66023620,66023726,-
LINC02425,ENSG00000256259,12,66027725,66032426,-
LLPH,ENSG00000139233,12,66116555,66130750,-
LLPH-DT,ENSG00000239335,12,66130751,66134449,+
TMBIM4,ENSG00000155957,12,66135846,66170027,-
IRAK3,ENSG00000090376,12,66188995,66254622,+
MIR6502,ENSG00000284011,12,66251082,66251157,+
HELB,ENSG00000127311,12,66302493,66343643,+
GRIP1,ENSG00000155974,12,66347431,67069162,-
CAND1,ENSG00000111530,12,67269358,67319953,+
LINC02420,ENSG00000256172,12,67435143,67442974,-
LINC02408,ENSG00000203585,12,67443105,67590771,+
LINC02442,ENSG00000256077,12,67570951,67589993,-
DYRK2,ENSG00000127334,12,67647913,67665406,+
LINC02421,ENSG00000255970,12,67689163,67729475,-
LINC01479,ENSG00000255772,12,67928998,68021308,+
IFNG-AS1,ENSG00000255733,12,67989446,68234686,+
IFNG,ENSG00000111537,12,68154768,68159740,-
IL26,ENSG00000111536,12,68201349,68225810,-
IL22,ENSG00000127318,12,68248242,68253604,-
MDM1,ENSG00000111554,12,68272443,68332381,-
LINC02384,ENSG00000251301,12,68332773,68538980,-
RAP1B,ENSG00000127314,12,68610410,68671901,+
SNORA70G,ENSG00000206650,12,68627234,68627375,-
NUP107-DT,ENSG00000247363,12,68674368,68687755,-
NUP107,ENSG00000111581,12,68686951,68745809,+
SLC35E3,ENSG00000175782,12,68746125,68793964,+
MDM2,ENSG00000135679,12,68808175,68845544,+
CPM,ENSG00000135678,12,68842197,68971570,-
RNU7-4P,ENSG00000252770,12,68911921,68911982,+
CPSF6,ENSG00000111605,12,69239543,69279829,+
MIR1279,ENSG00000283476,12,69273157,69273218,-
LYZ,ENSG00000090382,12,69348381,69354234,+
YEATS4,ENSG00000127337,12,69359710,69390870,+
LINC02373,ENSG00000257507,12,69405693,69468823,+
FRS2,ENSG00000166225,12,69470349,69579793,+
MIR3913-1,ENSG00000264405,12,69584722,69584823,-
MIR3913-2,ENSG00000283677,12,69584723,69584822,+
CCT2,ENSG00000166226,12,69585423,69601577,+
LRRC10,ENSG00000198812,12,69608564,69610907,-
BEST3,ENSG00000127325,12,69643360,69699476,-
RAB3IP,ENSG00000127328,12,69738860,69823204,+
MYRFL,ENSG00000166268,12,69825227,69959097,+
PRANCR,ENSG00000257815,12,69901918,70244533,-
LINC02821,ENSG00000257139,12,70180338,70202004,+
CNOT2,ENSG00000111596,12,70243002,70354993,+
KCNMB4,ENSG00000135643,12,70366290,70434292,+
RNU4-65P,ENSG00000222405,12,70443784,70443923,-
PTPRB-AS1,ENSG00000258168,12,70468080,70543040,+
PTPRB,ENSG00000127329,12,70515870,70637440,-
PTPRR,ENSG00000153233,12,70638073,70920738,-
TSPAN8,ENSG00000127324,12,71124454,71441898,-
LGR5,ENSG00000139292,12,71439797,71586310,+
ZFC3H1,ENSG00000133858,12,71609599,71667725,-
THAP2,ENSG00000173451,12,71664301,71680644,+
TMEM19,ENSG00000139291,12,71686082,71705047,+
RAB21,ENSG00000080371,12,71754863,71800286,+
TBC1D15,ENSG00000121749,12,71839707,71927248,+
TPH2,ENSG00000139287,12,71938845,72186618,+
TRHDE,ENSG00000072657,12,72087266,72670758,+
TRHDE-AS1,ENSG00000236333,12,72249964,72276954,-
LINC02444,ENSG00000258123,12,73159190,73208317,+
LINC02882,ENSG00000251138,12,73621834,74509544,-
RNU6-1012P,ENSG00000252415,12,73679188,73679296,-
LINC02445,ENSG00000257750,12,73758630,73846263,+
LINC02394,ENSG00000258332,12,74039024,74049981,+
ATXN7L3B,ENSG00000253719,12,74537835,74545430,+
KCNC2,ENSG00000166006,12,75040077,75209839,-
CAPS2-AS1,ENSG00000254451,12,75234700,75298508,+
CAPS2,ENSG00000180881,12,75275979,75390950,-
GLIPR1L1,ENSG00000173401,12,75334670,75370560,+
GLIPR1L2,ENSG00000180481,12,75391089,75432688,+
GLIPR1,ENSG00000139278,12,75480753,75503863,+
GLIPR1-AS1,ENSG00000257497,12,75483454,75489820,-
KRR1,ENSG00000111615,12,75490863,75511636,-
PHLDA1,ENSG00000139289,12,76025447,76031776,-
PHLDA1-AS1,ENSG00000257453,12,76030494,76031378,+
PHLDA1-DT,ENSG00000257839,12,76031812,76033897,+
NAP1L1,ENSG00000187109,12,76032987,76085261,-
RNU6-1271P,ENSG00000252858,12,76139567,76139671,+
LNCOG,ENSG00000257219,12,76252271,76305969,+
BBS10,ENSG00000179941,12,76344474,76348437,-
OSBPL8,ENSG00000091039,12,76351797,76559809,-
ZDHHC17,ENSG00000186908,12,76764103,76853696,+
CSRP2,ENSG00000175183,12,76858703,76879638,-
E2F7,ENSG00000165891,12,77021246,77065572,-
LINC02464,ENSG00000257677,12,77219603,77325252,-
NAV3,ENSG00000067798,12,77324641,78213010,+
NAV3-AS1,ENSG00000258225,12,78052181,78091737,-
LINC02424,ENSG00000258220,12,78303353,78359746,-
SYT1,ENSG00000067715,12,78863650,79452009,+
SYT1-AS1,ENSG00000257894,12,79341199,79503396,-
MIR1252,ENSG00000221788,12,79419257,79419321,+
PAWR,ENSG00000177425,12,79574979,79690964,-
PPP1R12A-AS2,ENSG00000258048,12,79690144,79778451,+
PPP1R12A,ENSG00000058272,12,79773563,79935460,-
PPP1R12A-AS1,ENSG00000257557,12,79934901,79942712,+
RNU7-106P,ENSG00000238842,12,80068691,80068757,-
OTOGL,ENSG00000165899,12,80099537,80380880,+
PTPRQ,ENSG00000139304,12,80402178,80680273,+
MYF6,ENSG00000111046,12,80707633,80709557,+
MYF5,ENSG00000111049,12,80716912,80719671,+
LINC01490,ENSG00000257741,12,80763151,80770717,+
LIN7A,ENSG00000111052,12,80792520,80937934,-
MIR617,ENSG00000207763,12,80832533,80832629,-
MIR618,ENSG00000208022,12,80935736,80935833,-
ACSS3,ENSG00000111058,12,80936414,81261210,+
ACSS3-AS1,ENSG00000258026,12,81094371,81125875,-
MIR4699,ENSG00000265227,12,81158388,81158461,+
PPFIA2,ENSG00000139220,12,81257975,81759553,-
PPFIA2-AS1,ENSG00000257467,12,81270669,81312422,+
PPFIA2-AS2,ENSG00000258162,12,81378042,81556637,+
LINC02426,ENSG00000257747,12,81953719,81993136,+
CCDC59,ENSG00000133773,12,82223681,82358805,-
METTL25,ENSG00000127720,12,82358500,82479239,+
TMTC2,ENSG00000179104,12,82686880,83134870,+
RNU6-977P,ENSG00000252220,12,83021890,83021992,+
SLC6A15,ENSG00000072041,12,84859491,84913629,-
TSPAN19,ENSG00000231738,12,85014311,85036277,-
LRRIQ1,ENSG00000133640,12,85036314,85264457,+
ALX1,ENSG00000180318,12,85280220,85301784,+
LINC02820,ENSG00000258815,12,85317964,85594711,+
RASSF9,ENSG00000198774,12,85800703,85836409,-
NTS,ENSG00000133636,12,85874162,85882992,+
MGAT4C,ENSG00000182050,12,85955666,86838904,-
LINC02258,ENSG00000257912,12,87768814,87813114,+
C12orf50,ENSG00000165805,12,87980035,88034037,-
RLIG1,ENSG00000133641,12,88033846,88050160,+
CEP290,ENSG00000198707,12,88049016,88142099,-
TMTC3,ENSG00000139324,12,88142181,88199887,+
KITLG,ENSG00000049130,12,88492789,88580851,-
RNU1-117P,ENSG00000252850,12,88581639,88581796,+
LINC02458,ENSG00000246363,12,89010681,89309571,-
RNU7-120P,ENSG00000238302,12,89282223,89282285,-
DUSP6,ENSG00000139318,12,89347235,89352501,-
POC1B,ENSG00000139323,12,89419718,89526135,-
POC1B-GALNT4,ENSG00000259075,12,89519408,89526262,-
GALNT4,ENSG00000257594,12,89519412,89524796,-
POC1B-AS1,ENSG00000270344,12,89524545,89594878,+
ATP2B1,ENSG00000070961,12,89588049,89709527,-
ATP2B1-AS1,ENSG00000271614,12,89708177,90143524,+
RNU6-148P,ENSG00000252823,12,89754059,89754152,+
LINC02392,ENSG00000258183,12,90280894,90300974,+
LINC02822,ENSG00000286021,12,90576181,90889917,+
CCER1,ENSG00000197651,12,90905622,90955176,-
LINC00615,ENSG00000196243,12,90918023,90948669,+
EPYC,ENSG00000083782,12,90963682,91005026,-
KERA,ENSG00000139330,12,91050491,91058024,-
LUM,ENSG00000139329,12,91102629,91111512,-
DCN,ENSG00000011465,12,91140484,91183217,-
LINC02823,ENSG00000258100,12,91326926,91368609,+
LINC03130,ENSG00000258125,12,91680131,91680873,+
LINC02404,ENSG00000257893,12,91875253,91880667,+
LINC01619,ENSG00000257242,12,91984976,92142914,-
BTG1,ENSG00000133639,12,92140278,92145846,-
BTG1-DT,ENSG00000245904,12,92144900,92252555,+
LINC02391,ENSG00000277851,12,92224091,92363898,-
CLLU1-AS1,ENSG00000205057,12,92420091,92433060,-
CLLU1,ENSG00000257127,12,92421531,92431002,+
LINC02397,ENSG00000205056,12,92466451,92492091,+
PLEKHG7,ENSG00000187510,12,92702843,92772455,+
EEA1,ENSG00000102189,12,92770637,92929350,-
LINC02413,ENSG00000257345,12,92941343,93019820,+
RNU6-1329P,ENSG00000202534,12,92952639,92952745,+
LINC02412,ENSG00000258171,12,93167772,93187366,+
NUDT4,ENSG00000173598,12,93377883,93408146,+
UBE2N,ENSG00000177889,12,93405673,93442258,-
MRPL42,ENSG00000198015,12,93467490,93516214,+
SOCS2-AS1,ENSG00000246985,12,93501115,93571768,-
SOCS2,ENSG00000120833,12,93569808,93583487,+
CRADD,ENSG00000169372,12,93677375,93894840,+
CRADD-AS1,ENSG00000258274,12,93702988,93737863,-
PLXNC1,ENSG00000136040,12,94148577,94307675,+
CEP83,ENSG00000173588,12,94306449,94459988,-
CEP83-DT,ENSG00000278916,12,94460000,94462484,+
LNCHR1,ENSG00000257400,12,94491546,94496442,-
MIR5700,ENSG00000266099,12,94561789,94561859,+
TMCC3,ENSG00000057704,12,94567122,94650557,-
MIR7844,ENSG00000283818,12,94571231,94571352,-
MIR492,ENSG00000283998,12,94834398,94834513,+
NDUFA12,ENSG00000184752,12,94895297,95003748,-
NR2C1,ENSG00000120798,12,95020229,95073628,-
FGD6,ENSG00000180263,12,95076749,95217482,-
VEZT,ENSG00000028203,12,95217746,95302799,+
RNU6-808P,ENSG00000212535,12,95290692,95290799,+
MIR331,ENSG00000199172,12,95308420,95308513,+
MIR3685,ENSG00000265917,12,95309923,95309984,+
RNU6-735P,ENSG00000222544,12,95438737,95438843,-
METAP2,ENSG00000111142,12,95473520,95515839,+
USP44,ENSG00000136014,12,95516560,95553341,-
NTN4,ENSG00000074527,12,95657807,95791189,-
LINC02410,ENSG00000258292,12,95755513,95823314,+
SNRPF-DT,ENSG00000258343,12,95791733,95858850,-
RNU6-247P,ENSG00000199506,12,95792529,95792635,-
SNRPF,ENSG00000139343,12,95858931,95903828,+
CCDC38,ENSG00000165972,12,95867048,95942635,-
AMDHD1,ENSG00000139344,12,95943301,95968720,+
HAL,ENSG00000084110,12,95972662,95996365,-
LTA4H,ENSG00000111144,12,96000753,96043520,-
LINC02452,ENSG00000283422,12,96160692,96172126,-
ELK3,ENSG00000111145,12,96193978,96269835,+
CDK17,ENSG00000059758,12,96278242,96400562,-
RNU4-24P,ENSG00000201435,12,96303375,96303513,-
CFAP54,ENSG00000188596,12,96489571,96875555,+
NEDD1,ENSG00000139350,12,96907224,96953780,+
LINC02409,ENSG00000257920,12,97262483,97276209,-
RMST,ENSG00000255794,12,97386565,97598415,+
MIR1251,ENSG00000221479,12,97491909,97491978,+
MIR135A2,ENSG00000207586,12,97563812,97563911,+
PAFAH1B2P2,ENSG00000293309,12,97644342,97875181,-
RNU6-36P,ENSG00000206899,12,97721716,97721822,+
MIR4495,ENSG00000265861,12,97939056,97939121,-
MIR4303,ENSG00000263890,12,97995383,97995448,-
RNU4-41P,ENSG00000201296,12,98417896,98418038,-
LINC02453,ENSG00000245017,12,98442410,98503916,-
TMPO-AS1,ENSG00000257167,12,98512791,98516422,-
TMPO,ENSG00000120802,12,98515561,98550351,+
SLC25A3,ENSG00000075415,12,98592455,98606379,+
SNORA53,ENSG00000212443,12,98599635,98599883,+
IKBIP,ENSG00000166130,12,98613405,98645113,-
APAF1,ENSG00000120868,12,98645149,98735433,+
ANKS1B,ENSG00000185046,12,98726457,99984936,-
GARIN6,ENSG00000180219,12,99647753,99650114,+
BLTP3B,ENSG00000111647,12,100028455,100142886,-
BLTP3B-DT,ENSG00000257696,12,100142455,100169118,+
MIR1827,ENSG00000221476,12,100189884,100189949,+
ACTR6,ENSG00000075089,12,100199122,100241865,+
DEPDC4,ENSG00000166153,12,100203669,100267089,-
SCYL2,ENSG00000136021,12,100266830,100341728,+
SLC17A8,ENSG00000179520,12,100356842,100422055,+
NR1H4,ENSG00000012504,12,100473708,100564414,+
GAS2L3,ENSG00000139354,12,100573681,100628288,+
ANO4,ENSG00000151572,12,100717244,101128648,+
SLC5A8,ENSG00000256870,12,101155493,101210238,-
RNU6-768P,ENSG00000207414,12,101199271,101199377,-
UTP20,ENSG00000120800,12,101280105,101386618,+
ARL1,ENSG00000120805,12,101393116,101407772,-
RNU6-1068P,ENSG00000222890,12,101411357,101411459,+
RNU5E-5P,ENSG00000202249,12,101466705,101466820,+
SPIC,ENSG00000166211,12,101475336,101486997,+
MYBPC1,ENSG00000196091,12,101568353,101686181,+
CHPT1,ENSG00000111666,12,101696947,101744140,+
SYCP3,ENSG00000139351,12,101728648,101739472,-
GNPTAB,ENSG00000111670,12,101745486,101830980,-
RNU6-101P,ENSG00000222255,12,101765406,101765509,-
RNU6-172P,ENSG00000222932,12,101796410,101796502,-
RNU6-1183P,ENSG00000252863,12,101871742,101871801,-
DRAM1,ENSG00000136048,12,101877314,102012130,+
DRAM1-AS1,ENSG00000258308,12,101954992,101964764,-
WASHC3,ENSG00000120860,12,102011769,102062149,-
NUP37,ENSG00000075188,12,102073103,102120120,-
PARPBP,ENSG00000185480,12,102120122,102197531,+
PMCH,ENSG00000183395,12,102196459,102197833,-
HELLPAR,ENSG00000281344,12,102197585,102402596,+
LINC02456,ENSG00000283052,12,102257213,102463502,+
IGF1,ENSG00000017427,12,102395874,102481744,-
LINC00485,ENSG00000258169,12,102809280,102824610,-
PAH,ENSG00000171759,12,102836889,102958410,-
ASCL1,ENSG00000139352,12,102957674,102960513,+
C12orf42-AS1,ENSG00000257860,12,103151824,103179247,+
C12orf42,ENSG00000179088,12,103237591,103495978,-
LINC02401,ENSG00000257762,12,103547751,103578947,+
STAB2,ENSG00000136011,12,103587273,103766719,+
NT5DC3,ENSG00000111696,12,103770453,103841260,-
HSP90B1,ENSG00000166598,12,103930107,103953931,+
MIR3652,ENSG00000284503,12,103930425,103930555,+
UQCC6,ENSG00000204954,12,103940763,103965722,-
TDG,ENSG00000139372,12,103965822,103988874,+
GLT8D2,ENSG00000120820,12,103988612,104064468,-
HCFC2,ENSG00000111727,12,104064531,104106525,+
NFYB,ENSG00000120837,12,104117080,104138241,-
LINC02385,ENSG00000257193,12,104170395,104177661,+
TXNRD1,ENSG00000198431,12,104215779,104350307,+
TXNRD1-AS1,ENSG00000257732,12,104262309,104280855,-
EID3,ENSG00000255150,12,104303739,104305205,+
CHST11,ENSG00000171310,12,104455295,104762014,+
MIR3922,ENSG00000264295,12,104591633,104591716,+
SLC41A2,ENSG00000136052,12,104801801,104958759,-
NOPCHAP1,ENSG00000151131,12,104986316,105074197,+
ALDH1L2,ENSG00000136010,12,105019784,105107643,-
WASHC4,ENSG00000136051,12,105107324,105169134,+
APPL2,ENSG00000136044,12,105172485,105236221,-
C12orf75,ENSG00000235162,12,105235290,105396097,+
C12orf75-AS1,ENSG00000257642,12,105304867,105327017,-
CASC18,ENSG00000257859,12,105704203,105744062,+
NUAK1,ENSG00000074590,12,106063345,106138954,-
CKAP4,ENSG00000136026,12,106237880,106304279,-
RNU7-94P,ENSG00000238609,12,106282927,106282989,-
TCP11L2,ENSG00000166046,12,106301929,106347609,+
POLR3B,ENSG00000013503,12,106357693,106510201,+
RFX4,ENSG00000111783,12,106582691,106762803,+
RIC8B,ENSG00000111785,12,106774621,106889316,+
TMEM263-DT,ENSG00000260329,12,106953513,106955705,-
TMEM263,ENSG00000151135,12,106955667,106978778,+
MTERF2,ENSG00000120832,12,106973120,106987173,-
CRY1,ENSG00000008405,12,106991364,107093855,-
ABTB3,ENSG00000151136,12,107318421,107659642,+
PWP1,ENSG00000136045,12,107685766,107713462,+
PRDM4,ENSG00000110851,12,107732867,107761327,-
PRDM4-AS1,ENSG00000258136,12,107736555,107759968,+
ASCL4,ENSG00000187855,12,107774704,107776644,+
WSCD2,ENSG00000075035,12,108129288,108250537,+
CMKLR1,ENSG00000174600,12,108288044,108339317,-
LINC01498,ENSG00000247213,12,108434126,108515023,-
FICD,ENSG00000198855,12,108513710,108525837,+
SART3,ENSG00000075856,12,108522214,108561400,-
ISCU,ENSG00000136003,12,108562582,108569380,+
TMEM119,ENSG00000183160,12,108589851,108598320,-
SELPLG,ENSG00000110876,12,108620413,108633894,-
MIR4496,ENSG00000284388,12,108635810,108635870,+
CORO1C,ENSG00000110880,12,108645109,108732563,-
RNU7-169P,ENSG00000238457,12,108668448,108668508,+
SSH1,ENSG00000084112,12,108778191,108857613,-
MIR619,ENSG00000207622,12,108836908,108837006,-
DAO,ENSG00000110887,12,108858932,108901051,+
SVOP,ENSG00000166111,12,108907741,109021068,-
RNU6-361P,ENSG00000201324,12,108926435,108926541,-
USP30,ENSG00000135093,12,109023089,109088023,+
USP30-AS1,ENSG00000256262,12,109051572,109054008,-
ALKBH2,ENSG00000189046,12,109088188,109098462,-
UNG,ENSG00000076248,12,109097572,109126725,+
ACACB,ENSG00000076555,12,109116587,109268226,+
FOXN4,ENSG00000139445,12,109277978,109309284,-
MYO1H,ENSG00000174527,12,109347900,109455523,+
LINC01486,ENSG00000256560,12,109354073,109360014,-
KCTD10,ENSG00000110906,12,109448655,109477359,-
UBE3B,ENSG00000151148,12,109477402,109536705,+
MMAB,ENSG00000139428,12,109553715,109573580,-
RNU4-32P,ENSG00000200274,12,109567975,109568115,-
MVK,ENSG00000110921,12,109573255,109598125,+
FAM222A,ENSG00000139438,12,109713825,109770495,+
FAM222A-AS1,ENSG00000255650,12,109734166,109773508,-
TRPV4,ENSG00000111199,12,109783087,109833406,-
MIR4497,ENSG00000263510,12,109833348,109833436,+
GLTP,ENSG00000139433,12,109850943,109880541,-
TCHP,ENSG00000139437,12,109900264,109983841,+
GIT2,ENSG00000139436,12,109929792,109996389,-
ANKRD13A,ENSG00000076513,12,109999186,110039763,+
C12orf76,ENSG00000174456,12,110027028,110073636,-
IFT81,ENSG00000122970,12,110124335,110218795,+
ATP2A2,ENSG00000174437,12,110280669,110351093,+
ANAPC7,ENSG00000196510,12,110372900,110403730,-
ARPC3,ENSG00000111229,12,110434582,110450422,-
GPN3,ENSG00000111231,12,110452486,110469268,-
FAM216A,ENSG00000204856,12,110468411,110492196,+
VPS29,ENSG00000111237,12,110491083,110502111,-
RAD9B,ENSG00000151164,12,110501655,110533556,+
PPTC7,ENSG00000196850,12,110533245,110583383,-
TCTN1,ENSG00000204852,12,110614027,110663431,+
HVCN1,ENSG00000122986,12,110627841,110704950,-
PPP1CC,ENSG00000186298,12,110719680,110742939,-
CCDC63,ENSG00000173093,12,110846769,110907535,+
MYL2,ENSG00000111245,12,110909996,111052434,-
VHRT,ENSG00000185847,12,110934267,110973930,+
LINC01404,ENSG00000258240,12,110951683,110957820,-
CUX2,ENSG00000111249,12,111033853,111350554,+
MIR6760,ENSG00000273700,12,111304142,111304209,+
PHETA1,ENSG00000198324,12,111360651,111369173,-
LINC02356,ENSG00000257595,12,111369053,111403683,+
SH2B3,ENSG00000111252,12,111405000,111451623,+
ATXN2,ENSG00000204842,12,111443485,111599676,-
ATXN2-AS,ENSG00000258099,12,111598856,111650079,+
BRAP,ENSG00000089234,12,111642146,111685991,-
ACAD10,ENSG00000111271,12,111686037,111757125,+
ALDH2,ENSG00000111275,12,111766887,111817532,+
MIR6761,ENSG00000274697,12,111799834,111799905,+
MAPKAPK5-AS1,ENSG00000234608,12,111839758,111842902,-
MAPKAPK5,ENSG00000089022,12,111842013,111902222,+
TMEM116,ENSG00000198270,12,111930181,112013908,-
ERP29,ENSG00000089248,12,112012815,112025268,+
NAA25,ENSG00000111300,12,112026689,112109434,-
MIR3657,ENSG00000266370,12,112037599,112037715,-
TRAFD1,ENSG00000135148,12,112125514,112153610,+
HECTD4,ENSG00000173064,12,112160188,112382439,-
MIR6861,ENSG00000283793,12,112163258,112163321,-
RPL6,ENSG00000089009,12,112405170,112418844,-
PTPN11,ENSG00000179295,12,112418351,112509918,+
RPH3A,ENSG00000089169,12,112570380,112898881,+
MIR1302-1,ENSG00000283507,12,112695034,112695176,-
OAS1,ENSG00000089127,12,112905856,112933219,+
OAS3,ENSG00000111331,12,112938051,112976460,+
OAS2,ENSG00000111335,12,112978395,113011723,+
DTX1,ENSG00000135144,12,113056710,113098028,+
RASAL1,ENSG00000111344,12,113096517,113136258,-
CFAP73,ENSG00000186710,12,113149716,113159526,+
DDX54,ENSG00000123064,12,113157173,113185508,-
MIR7106,ENSG00000276908,12,113159113,113159177,-
RITA1,ENSG00000139405,12,113185045,113193653,+
IQCD,ENSG00000166578,12,113194156,113221098,-
TPCN1,ENSG00000186815,12,113221050,113298589,+
MIR6762,ENSG00000274822,12,113291523,113291608,+
SLC8B1,ENSG00000089060,12,113298759,113359502,-
PLBD2,ENSG00000151176,12,113358544,113391629,+
SDS,ENSG00000135094,12,113392423,113426301,-
SDSL,ENSG00000139410,12,113418087,113438386,+
LHX5,ENSG00000089116,12,113462033,113472280,-
LHX5-AS1,ENSG00000257935,12,113467570,113480636,+
LINC01234,ENSG00000249550,12,113583886,113773726,-
RBM19,ENSG00000122965,12,113816738,113966344,-
LINC02459,ENSG00000257476,12,114238473,114241954,-
TBX5,ENSG00000089225,12,114353911,114409103,-
TBX5-AS1,ENSG00000255399,12,114404852,114412832,+
TBX3,ENSG00000135111,12,114670255,114684175,-
TBX3-AS1,ENSG00000257817,12,114681703,114767992,+
LINC02463,ENSG00000257683,12,115810359,115886137,-
MED13L,ENSG00000123066,12,115957905,116277693,-
RNU6-1188P,ENSG00000200665,12,116082570,116082676,+
MIR620,ENSG00000207967,12,116148560,116148654,-
MIR4472-2,ENSG00000264037,12,116428252,116428318,-
LINC02457,ENSG00000258018,12,116443059,116521047,+
LINC00173,ENSG00000196668,12,116533399,116536522,+
MAP1LC3B2,ENSG00000258102,12,116548105,116576606,+
LINC03088,ENSG00000257883,12,116659030,116703298,+
SPRING1,ENSG00000111412,12,116710171,116738070,-
RNFT2,ENSG00000135119,12,116738178,116853631,+
RNU6-558P,ENSG00000201382,12,116782105,116782208,+
HRK,ENSG00000135116,12,116856144,116881441,-
FBXW8,ENSG00000174989,12,116910839,117032498,+
TESC,ENSG00000088992,12,117038923,117099479,-
TESC-AS1,ENSG00000258285,12,117093949,117142091,+
FBXO21,ENSG00000135108,12,117141991,117190504,-
NOS1,ENSG00000089250,12,117208142,117452170,-
KSR2,ENSG00000171435,12,117453012,117968990,-
RFC5,ENSG00000111445,12,118013588,118033545,+
WSB2,ENSG00000176871,12,118032687,118062430,-
VSIG10,ENSG00000176834,12,118063593,118136026,-
PEBP1,ENSG00000089220,12,118136071,118145584,+
TAOK3,ENSG00000135090,12,118149801,118372920,-
SUDS3,ENSG00000111707,12,118376531,118418033,+
LINC02460,ENSG00000255714,12,118645315,118648724,-
LINC02423,ENSG00000256750,12,118758217,118761739,-
LINC02440,ENSG00000255618,12,118773031,118775219,-
LINC02439,ENSG00000255814,12,118782926,118833536,-
SRRM4,ENSG00000139767,12,118981541,119163051,+
HSPB8,ENSG00000152137,12,119171555,119224855,+
HSPB8-AS1,ENSG00000256609,12,119181167,119183259,-
LINC00934,ENSG00000281196,12,119260740,119303380,-
CCDC60,ENSG00000183273,12,119334703,119541047,+
PRKAB1-AS1,ENSG00000248636,12,119361247,119668508,-
TMEM233,ENSG00000224982,12,119593774,119643075,+
PRKAB1,ENSG00000111725,12,119667864,119681624,+
CIT,ENSG00000122966,12,119685791,119877332,-
MIR1178,ENSG00000283768,12,119713634,119713724,-
BICDL1,ENSG00000135127,12,119988925,120094496,+
RAB35,ENSG00000111737,12,120095094,120117502,-
