human_ensembl_id,mouse_ensembl_id,human_gene_symbol,mouse_gene_symbol
ENSG00000157578,ENSMUSG00000045275,LCA5L,Lca5l
ENSG00000213398,ENSMUSG00000035237,LCAT,Lcat
ENSG00000186207,ENSMUSG00000068889,LCE5A,Lce1e
ENSG00000186207,ENSMUSG00000027919,LCE5A,Lce1g
ENSG00000182866,ENSMUSG00000000409,LCK,Lck
ENSG00000172954,ENSMUSG00000054469,LCLAT1,Lclat1
ENSG00000205629,ENSMUSG00000030763,LCMT1,Lcmt1
ENSG00000168806,ENSMUSG00000074890,LCMT2,Lcmt2
ENSG00000187922,ENSMUSG00000047356,LCN10,Lcn10
ENSG00000184925,ENSMUSG00000026943,LCN12,Lcn12
ENSG00000148346,ENSMUSG00000026822,LCN2,Lcn2
ENSG00000122136,ENSMUSG00000026919,OBP2A,Lcn4
ENSG00000171102,ENSMUSG00000026919,OBP2B,Lcn4
ENSG00000267206,ENSMUSG00000045684,LCN6,Lcn6
ENSG00000204001,ENSMUSG00000036449,LCN8,Lcn8
ENSG00000148386,ENSMUSG00000023210,LCN9,Lcn9
ENSG00000196233,ENSMUSG00000025019,LCOR,Lcor
ENSG00000178177,ENSMUSG00000015882,LCORL,Lcorl
ENSG00000136167,ENSMUSG00000021998,LCP1,Lcp1
ENSG00000043462,ENSMUSG00000002699,LCP2,Lcp2
ENSG00000115850,ENSMUSG00000026354,LCT,Lct
ENSG00000188501,ENSMUSG00000032401,LCTL,Lctl
ENSG00000011638,ENSMUSG00000030917,LDAF1,Ldaf1
ENSG00000118961,ENSMUSG00000037669,LDAH,Ldah
ENSG00000198728,ENSMUSG00000025223,LDB1,Ldb1
ENSG00000169744,ENSMUSG00000039706,LDB2,Ldb2
ENSG00000122367,ENSMUSG00000021798,LDB3,Ldb3
ENSG00000134333,ENSMUSG00000063229,LDHA,Ldha
ENSG00000171989,ENSMUSG00000101959,LDHAL6B,Ldhal6b
ENSG00000111716,ENSMUSG00000030246,LDHB,Ldhb
ENSG00000166796,ENSMUSG00000030851,LDHC,Ldhc
ENSG00000166816,ENSMUSG00000031958,LDHD,Ldhd
ENSG00000130164,ENSMUSG00000032193,LDLR,Ldlr
ENSG00000203985,ENSMUSG00000070877,LDLRAD1,Ldlrad1
ENSG00000187942,ENSMUSG00000094035,LDLRAD2,Ldlrad2
ENSG00000179241,ENSMUSG00000048058,LDLRAD3,Ldlrad3
ENSG00000168675,ENSMUSG00000024544,LDLRAD4,Ldlrad4
ENSG00000157978,ENSMUSG00000037295,LDLRAP1,Ldlrap1
ENSG00000182195,ENSMUSG00000057615,LDOC1,Ldoc1
ENSG00000164406,ENSMUSG00000036216,LEAP2,Leap2
ENSG00000145826,ENSMUSG00000021539,LECT2,Lect2
ENSG00000138795,ENSMUSG00000027985,LEF1,Lef1
ENSG00000243709,ENSMUSG00000038793,LEFTY1,Lefty1
ENSG00000143768,ENSMUSG00000038793,LEFTY2,Lefty1
ENSG00000243709,ENSMUSG00000066652,LEFTY1,Lefty2
ENSG00000143768,ENSMUSG00000066652,LEFTY2,Lefty2
ENSG00000197980,ENSMUSG00000074579,LEKR1,Lekr1
ENSG00000203784,ENSMUSG00000027927,LELP1,Lelp1
ENSG00000186007,ENSMUSG00000079330,LEMD1,Lemd1
ENSG00000161904,ENSMUSG00000044857,LEMD2,Lemd2
ENSG00000174106,ENSMUSG00000048661,LEMD3,Lemd3
ENSG00000163352,ENSMUSG00000078173,LENEP,Lenep
ENSG00000105617,ENSMUSG00000078813,LENG1,Leng1
ENSG00000167615,ENSMUSG00000035545,LENG8,Leng8
ENSG00000275183,ENSMUSG00000043432,LENG9,Leng9
ENSG00000166477,ENSMUSG00000042487,LEO1,Leo1
ENSG00000174697,ENSMUSG00000059201,LEP,Lep
ENSG00000116678,ENSMUSG00000057722,LEPR,Lepr
ENSG00000213625,ENSMUSG00000035212,LEPROT,Leprot
ENSG00000104660,ENSMUSG00000031513,LEPROTL1,Leprotl1
ENSG00000168924,ENSMUSG00000005299,LETM1,Letm1
ENSG00000165046,ENSMUSG00000037363,LETM2,Letm2
ENSG00000050426,ENSMUSG00000037353,LETMD1,Letmd1
ENSG00000106003,ENSMUSG00000029570,LFNG,Lfng
ENSG00000100097,ENSMUSG00000068220,LGALS1,Lgals1
ENSG00000133317,ENSMUSG00000024972,LGALS12,Lgals12
ENSG00000100079,ENSMUSG00000043501,LGALS2,Lgals2
ENSG00000131981,ENSMUSG00000050335,LGALS3,Lgals3
ENSG00000108679,ENSMUSG00000033880,LGALS3BP,Lgals3bp
ENSG00000171747,ENSMUSG00000053964,LGALS4,Lgals4
ENSG00000205076,ENSMUSG00000053522,LGALS7,Lgals7
ENSG00000178934,ENSMUSG00000053522,LGALS7B,Lgals7
ENSG00000116977,ENSMUSG00000057554,LGALS8,Lgals8
ENSG00000105198,ENSMUSG00000001123,LGALS13,Lgals9
ENSG00000006659,ENSMUSG00000001123,LGALS14,Lgals9
ENSG00000249861,ENSMUSG00000001123,LGALS16,Lgals9
ENSG00000119862,ENSMUSG00000042363,LGALSL,Lgalsl
ENSG00000119862,ENSMUSG00000048398,LGALSL,Lgalsl2
ENSG00000108231,ENSMUSG00000067242,LGI1,Lgi1
ENSG00000153012,ENSMUSG00000039252,LGI2,Lgi2
ENSG00000168481,ENSMUSG00000033595,LGI3,Lgi3
ENSG00000153902,ENSMUSG00000036560,LGI4,Lgi4
ENSG00000100600,ENSMUSG00000021190,LGMN,Lgmn
ENSG00000205213,ENSMUSG00000050199,LGR4,Lgr4
ENSG00000139292,ENSMUSG00000020140,LGR5,Lgr5
ENSG00000133067,ENSMUSG00000042793,LGR6,Lgr6
ENSG00000146166,ENSMUSG00000050217,LGSN,Lgsn
ENSG00000268655,ENSMUSG00000118462,SAXO3,Lhb
ENSG00000138039,ENSMUSG00000024107,LHCGR,Lhcgr
ENSG00000182508,ENSMUSG00000041700,LHFPL1,Lhfpl1
ENSG00000145685,ENSMUSG00000045312,LHFPL2,Lhfpl2
ENSG00000187416,ENSMUSG00000106379,LHFPL3,Lhfpl3
ENSG00000156959,ENSMUSG00000042873,LHFPL4,Lhfpl4
ENSG00000197753,ENSMUSG00000062252,LHFPL5,Lhfpl5
ENSG00000183722,ENSMUSG00000048332,LHFPL6,Lhfpl6
ENSG00000206069,ENSMUSG00000066964,LHFPL7,Lhfpl7
ENSG00000107902,ENSMUSG00000030946,LHPP,Lhpp
ENSG00000273706,ENSMUSG00000018698,LHX1,Lhx1
ENSG00000106689,ENSMUSG00000000247,LHX2,Lhx2
ENSG00000107187,ENSMUSG00000026934,LHX3,Lhx3
ENSG00000121454,ENSMUSG00000026468,LHX4,Lhx4
ENSG00000089116,ENSMUSG00000029595,LHX5,Lhx5
ENSG00000106852,ENSMUSG00000026890,LHX6,Lhx6
ENSG00000162624,ENSMUSG00000096225,LHX8,Lhx8
ENSG00000143355,ENSMUSG00000019230,LHX9,Lhx9
ENSG00000121897,ENSMUSG00000029199,LIAS,Lias
ENSG00000187624,ENSMUSG00000053783,LIAT1,Liat1
ENSG00000128342,ENSMUSG00000034394,LIF,Lif
ENSG00000113594,ENSMUSG00000054263,LIFR,Lifr
ENSG00000105486,ENSMUSG00000056394,LIG1,Lig1
ENSG00000005156,ENSMUSG00000020697,LIG3,Lig3
ENSG00000174405,ENSMUSG00000049717,LIG4,Lig4
ENSG00000104974,ENSMUSG00000070873,LILRA1,Lilra5
ENSG00000239998,ENSMUSG00000070873,LILRA2,Lilra5
ENSG00000239961,ENSMUSG00000070873,LILRA4,Lilra5
ENSG00000187116,ENSMUSG00000070873,LILRA5,Lilra5
ENSG00000244482,ENSMUSG00000070873,LILRA6,Lilra5
ENSG00000104972,ENSMUSG00000070873,LILRB1,Lilra5
ENSG00000131042,ENSMUSG00000070873,LILRB2,Lilra5
ENSG00000204577,ENSMUSG00000070873,LILRB3,Lilra5
ENSG00000186818,ENSMUSG00000070873,LILRB4,Lilra5
ENSG00000105609,ENSMUSG00000070873,LILRB5,Lilra5
ENSG00000104974,ENSMUSG00000030427,LILRA1,Lilra6
ENSG00000239998,ENSMUSG00000030427,LILRA2,Lilra6
ENSG00000239961,ENSMUSG00000030427,LILRA4,Lilra6
ENSG00000187116,ENSMUSG00000030427,LILRA5,Lilra6
ENSG00000244482,ENSMUSG00000030427,LILRA6,Lilra6
ENSG00000104972,ENSMUSG00000030427,LILRB1,Lilra6
ENSG00000131042,ENSMUSG00000030427,LILRB2,Lilra6
ENSG00000204577,ENSMUSG00000030427,LILRB3,Lilra6
ENSG00000186818,ENSMUSG00000030427,LILRB4,Lilra6
ENSG00000105609,ENSMUSG00000030427,LILRB5,Lilra6
ENSG00000105370,ENSMUSG00000118560,LIM2,Lim2
ENSG00000050405,ENSMUSG00000023022,LIMA1,Lima1
ENSG00000064042,ENSMUSG00000037736,LIMCH1,Limch1
ENSG00000144791,ENSMUSG00000025239,LIMD1,Limd1
ENSG00000136490,ENSMUSG00000040699,LIMD2,Limd2
ENSG00000203896,ENSMUSG00000090077,LIME1,Lime1
ENSG00000106683,ENSMUSG00000029674,LIMK1,Limk1
ENSG00000182541,ENSMUSG00000020451,LIMK2,Limk2
ENSG00000256977,ENSMUSG00000019920,LIMS3,Lims1
ENSG00000256671,ENSMUSG00000019920,LIMS4,Lims1
ENSG00000072163,ENSMUSG00000024395,LIMS2,Lims2
ENSG00000131914,ENSMUSG00000050966,LIN28A,Lin28a
ENSG00000187772,ENSMUSG00000063804,LIN28B,Lin28b
ENSG00000267796,ENSMUSG00000036845,LIN37,Lin37
ENSG00000205659,ENSMUSG00000085793,LIN52,Lin52
ENSG00000189308,ENSMUSG00000118665,LIN54,Lin54
ENSG00000111052,ENSMUSG00000019906,LIN7A,Lin7a
ENSG00000104863,ENSMUSG00000003872,LIN7B,Lin7b
ENSG00000148943,ENSMUSG00000027162,LIN7C,Lin7c
ENSG00000183814,ENSMUSG00000058729,LIN9,Lin9
ENSG00000239268,ENSMUSG00000121927,LINC03051,LINC03051
ENSG00000169783,ENSMUSG00000049556,LINGO1,Lingo1
ENSG00000174482,ENSMUSG00000045083,LINGO2,Lingo2
ENSG00000220008,ENSMUSG00000051067,LINGO3,Lingo3
ENSG00000213171,ENSMUSG00000044505,LINGO4,Lingo4
ENSG00000140471,ENSMUSG00000053091,LINS1,Lins1
ENSG00000107798,ENSMUSG00000024781,LIPA,Lipa
ENSG00000166035,ENSMUSG00000032207,LIPC,Lipc
ENSG00000079435,ENSMUSG00000003123,LIPE,Lipe
ENSG00000182333,ENSMUSG00000024768,LIPF,Lipf
ENSG00000101670,ENSMUSG00000053846,LIPG,Lipg
ENSG00000163898,ENSMUSG00000044626,LIPH,Liph
ENSG00000188992,ENSMUSG00000032948,LIPI,Lipi
ENSG00000204021,ENSMUSG00000024771,LIPK,Lipk
ENSG00000173239,ENSMUSG00000056078,LIPM,Lipm
ENSG00000204020,ENSMUSG00000024770,LIPN,Lipn
ENSG00000144182,ENSMUSG00000037216,LIPT1,Lipt1
ENSG00000175536,ENSMUSG00000030725,LIPT2,Lipt2
ENSG00000189067,ENSMUSG00000022500,LITAF,Litaf
ENSG00000283516,ENSMUSG00000107252,LITAFD,Litafd
ENSG00000145721,ENSMUSG00000047786,LIX1,Lix1
ENSG00000271601,ENSMUSG00000049288,LIX1L,Lix1l
ENSG00000171695,ENSMUSG00000045794,LKAAEAR1,Lkaaear1
ENSG00000165131,ENSMUSG00000029867,LLCFC1,Llcfc1
ENSG00000131899,ENSMUSG00000020536,LLGL1,Llgl1
ENSG00000073350,ENSMUSG00000020782,LLGL2,Llgl2
ENSG00000139233,ENSMUSG00000020224,LLPH,Llph
ENSG00000074695,ENSMUSG00000041891,LMAN1,Lman1
ENSG00000140506,ENSMUSG00000056271,LMAN1L,Lman1l
ENSG00000169223,ENSMUSG00000021484,LMAN2,Lman2
ENSG00000114988,ENSMUSG00000001143,LMAN2L,Lman2l
ENSG00000105983,ENSMUSG00000010721,LMBR1,Lmbr1
ENSG00000139636,ENSMUSG00000022999,LMBR1L,Lmbr1l
ENSG00000168216,ENSMUSG00000073725,LMBRD1,Lmbrd1
ENSG00000164187,ENSMUSG00000039704,LMBRD2,Lmbrd2
ENSG00000071282,ENSMUSG00000057604,LMCD1,Lmcd1
ENSG00000103227,ENSMUSG00000002279,LMF1,Lmf1
ENSG00000100258,ENSMUSG00000022614,LMF2,Lmf2
ENSG00000185621,ENSMUSG00000022802,LMLN,Lmln
ENSG00000160789,ENSMUSG00000028063,LMNA,Lmna
ENSG00000113368,ENSMUSG00000024590,LMNB1,Lmnb1
ENSG00000176619,ENSMUSG00000062075,LMNB2,Lmnb2
ENSG00000152936,ENSMUSG00000054966,LMNTD1,Lmntd1
ENSG00000185522,ENSMUSG00000025500,LMNTD2,Lmntd2
ENSG00000166407,ENSMUSG00000036111,LMO1,Lmo1
ENSG00000135363,ENSMUSG00000032698,LMO2,Lmo2
ENSG00000048540,ENSMUSG00000030226,LMO3,Lmo3
ENSG00000143013,ENSMUSG00000028266,LMO4,Lmo4
ENSG00000136153,ENSMUSG00000033060,LMO7,Lmo7
ENSG00000163431,ENSMUSG00000048096,LMOD1,Lmod1
ENSG00000170807,ENSMUSG00000029683,LMOD2,Lmod2
ENSG00000163380,ENSMUSG00000044086,LMOD3,Lmod3
ENSG00000164715,ENSMUSG00000038970,LMTK2,Lmtk2
ENSG00000142235,ENSMUSG00000062044,LMTK3,Lmtk3
ENSG00000162761,ENSMUSG00000026686,LMX1A,Lmx1a
ENSG00000136944,ENSMUSG00000038765,LMX1B,Lmx1b
ENSG00000206535,ENSMUSG00000109588,LNP1,Lnp1
ENSG00000113441,ENSMUSG00000023845,LNPEP,Lnpep
ENSG00000144320,ENSMUSG00000009207,LNPK,Lnpk
ENSG00000072201,ENSMUSG00000029228,LNX1,Lnx1
ENSG00000139517,ENSMUSG00000016520,LNX2,Lnx2
ENSG00000196365,ENSMUSG00000041168,LONP1,Lonp1
ENSG00000102910,ENSMUSG00000047866,LONP2,Lonp2
ENSG00000154359,ENSMUSG00000039633,LONRF1,Lonrf1
ENSG00000170500,ENSMUSG00000048814,LONRF2,Lonrf2
ENSG00000175556,ENSMUSG00000016239,LONRF3,Lonrf3
ENSG00000113083,ENSMUSG00000024529,LOX,Lox
ENSG00000167210,ENSMUSG00000032818,LOXHD1,Loxhd1
ENSG00000129038,ENSMUSG00000032334,LOXL1,Loxl1
ENSG00000134013,ENSMUSG00000034205,LOXL2,Loxl2
ENSG00000115318,ENSMUSG00000000693,LOXL3,Loxl3
ENSG00000138131,ENSMUSG00000025185,LOXL4,Loxl4
ENSG00000198121,ENSMUSG00000038668,LPAR1,Lpar1
ENSG00000064547,ENSMUSG00000031861,LPAR2,Lpar2
ENSG00000171517,ENSMUSG00000036832,LPAR3,Lpar3
ENSG00000147145,ENSMUSG00000049929,LPAR4,Lpar4
ENSG00000184574,ENSMUSG00000067714,LPAR5,Lpar5
ENSG00000139679,ENSMUSG00000033446,LPAR6,Lpar6
ENSG00000153395,ENSMUSG00000021608,LPCAT1,Lpcat1
ENSG00000087253,ENSMUSG00000033192,LPCAT2,Lpcat2
ENSG00000111684,ENSMUSG00000004270,LPCAT3,Lpcat3
ENSG00000176454,ENSMUSG00000027134,LPCAT4,Lpcat4
ENSG00000123684,ENSMUSG00000026623,LPGAT1,Lpgat1
ENSG00000134324,ENSMUSG00000020593,LPIN1,Lpin1
ENSG00000101577,ENSMUSG00000024052,LPIN2,Lpin2
ENSG00000132793,ENSMUSG00000027412,LPIN3,Lpin3
ENSG00000175445,ENSMUSG00000015568,LPL,Lpl
ENSG00000167419,ENSMUSG00000009356,LPO,Lpo
ENSG00000145012,ENSMUSG00000033306,LPP,Lpp
ENSG00000110031,ENSMUSG00000024696,LPXN,Lpxn
ENSG00000121207,ENSMUSG00000028003,LRAT,Lrat
ENSG00000162981,ENSMUSG00000020607,LRATD1,Lratd1
ENSG00000168672,ENSMUSG00000072568,LRATD2,Lratd2
ENSG00000198589,ENSMUSG00000028080,LRBA,Lrba
ENSG00000136141,ENSMUSG00000068015,LRCH1,Lrch1
ENSG00000130224,ENSMUSG00000031290,LRCH2,Lrch2
ENSG00000186001,ENSMUSG00000022801,LRCH3,Lrch3
ENSG00000077454,ENSMUSG00000093445,LRCH4,Lrch4
ENSG00000204583,ENSMUSG00000072754,LRCOL1,Lrcol1
ENSG00000128011,ENSMUSG00000030600,LRFN1,Lrfn1
ENSG00000156564,ENSMUSG00000040490,LRFN2,Lrfn2
ENSG00000126243,ENSMUSG00000036957,LRFN3,Lrfn3
ENSG00000173621,ENSMUSG00000045045,LRFN4,Lrfn4
ENSG00000165379,ENSMUSG00000035653,LRFN5,Lrfn5
ENSG00000171236,ENSMUSG00000037095,LRG1,Lrg1
ENSG00000155530,ENSMUSG00000056215,LRGUK,Lrguk
ENSG00000121931,ENSMUSG00000056260,LRIF1,Lrif1
ENSG00000144749,ENSMUSG00000030029,LRIG1,Lrig1
ENSG00000198799,ENSMUSG00000032913,LRIG2,Lrig2
ENSG00000139263,ENSMUSG00000020105,LRIG3,Lrig3
ENSG00000148602,ENSMUSG00000041044,LRIT1,Lrit1
ENSG00000204033,ENSMUSG00000043418,LRIT2,Lrit2
ENSG00000183423,ENSMUSG00000093865,LRIT3,Lrit3
ENSG00000148655,ENSMUSG00000063458,LRMDA,Lrmda
ENSG00000123384,ENSMUSG00000040249,LRP1,Lrp1
ENSG00000197324,ENSMUSG00000022175,LRP10,Lrp10
ENSG00000120256,ENSMUSG00000019796,LRP11,Lrp11
ENSG00000147650,ENSMUSG00000022305,LRP12,Lrp12
ENSG00000168702,ENSMUSG00000049252,LRP1B,Lrp1b
ENSG00000081479,ENSMUSG00000027070,LRP2,Lrp2
ENSG00000109771,ENSMUSG00000031637,LRP2BP,Lrp2bp
ENSG00000130881,ENSMUSG00000001802,LRP3,Lrp3
ENSG00000134569,ENSMUSG00000027253,LRP4,Lrp4
ENSG00000162337,ENSMUSG00000024913,LRP5,Lrp5
ENSG00000070018,ENSMUSG00000030201,LRP6,Lrp6
ENSG00000157193,ENSMUSG00000028613,LRP8,Lrp8
ENSG00000163956,ENSMUSG00000029103,LRPAP1,Lrpap1
ENSG00000138095,ENSMUSG00000024120,LRPPRC,Lrpprc
ENSG00000165501,ENSMUSG00000034883,LRR1,Lrr1
ENSG00000137269,ENSMUSG00000032352,LRRC1,Lrrc1
ENSG00000198812,ENSMUSG00000060187,LRRC10,Lrrc10
ENSG00000204950,ENSMUSG00000090291,LRRC10B,Lrrc10b
ENSG00000160959,ENSMUSG00000033728,LRRC14,Lrrc14
ENSG00000185028,ENSMUSG00000021579,LRRC14B,Lrrc14b
ENSG00000172061,ENSMUSG00000052316,LRRC15,Lrrc15
ENSG00000128606,ENSMUSG00000039883,LRRC17,Lrrc17
ENSG00000165383,ENSMUSG00000041673,LRRC18,Lrrc18
ENSG00000184434,ENSMUSG00000049799,LRRC19,Lrrc19
ENSG00000163827,ENSMUSG00000032495,LRRC2,Lrrc2
ENSG00000172731,ENSMUSG00000037151,LRRC20,Lrrc20
ENSG00000010626,ENSMUSG00000030125,LRRC23,Lrrc23
ENSG00000254402,ENSMUSG00000033707,LRRC24,Lrrc24
ENSG00000175489,ENSMUSG00000049988,LRRC25,Lrrc25
ENSG00000184709,ENSMUSG00000026961,LRRC26,Lrrc26
ENSG00000148814,ENSMUSG00000015980,LRRC27,Lrrc27
ENSG00000168904,ENSMUSG00000030556,LRRC28,Lrrc28
ENSG00000160233,ENSMUSG00000051652,LRRC3,Lrrc3
ENSG00000206422,ENSMUSG00000073375,LRRC30,Lrrc30
ENSG00000114248,ENSMUSG00000074653,LRRC31,Lrrc31
ENSG00000137507,ENSMUSG00000090958,LRRC32,Lrrc32
ENSG00000171757,ENSMUSG00000027702,LRRC34,Lrrc34
ENSG00000159708,ENSMUSG00000054320,LRRC36,Lrrc36
ENSG00000176681,ENSMUSG00000034239,LRRC37A,Lrrc37
ENSG00000238083,ENSMUSG00000034239,LRRC37A2,Lrrc37
ENSG00000176809,ENSMUSG00000034239,LRRC37A3,Lrrc37
ENSG00000185158,ENSMUSG00000034239,LRRC37B,Lrrc37
ENSG00000176681,ENSMUSG00000078632,LRRC37A,Lrrc37a
ENSG00000238083,ENSMUSG00000078632,LRRC37A2,Lrrc37a
ENSG00000176809,ENSMUSG00000078632,LRRC37A3,Lrrc37a
ENSG00000185158,ENSMUSG00000078632,LRRC37B,Lrrc37a
ENSG00000162494,ENSMUSG00000028584,LRRC38,Lrrc38
ENSG00000122477,ENSMUSG00000027961,LRRC39,Lrrc39
ENSG00000179796,ENSMUSG00000045201,LRRC3B,Lrrc3b
ENSG00000204913,ENSMUSG00000086545,LRRC3C,Lrrc3c
ENSG00000128594,ENSMUSG00000049939,LRRC4,Lrrc4
ENSG00000066557,ENSMUSG00000063052,LRRC40,Lrrc40
ENSG00000132128,ENSMUSG00000028703,LRRC41,Lrrc41
ENSG00000116212,ENSMUSG00000028617,LRRC42,Lrrc42
ENSG00000158113,ENSMUSG00000063409,LRRC43,Lrrc43
ENSG00000169683,ENSMUSG00000025145,LRRC45,Lrrc45
ENSG00000141294,ENSMUSG00000020878,LRRC46,Lrrc46
ENSG00000130764,ENSMUSG00000029028,LRRC47,Lrrc47
ENSG00000137821,ENSMUSG00000047766,LRRC49,Lrrc49
ENSG00000131409,ENSMUSG00000047085,LRRC4B,Lrrc4b
ENSG00000148948,ENSMUSG00000050587,LRRC4C,Lrrc4c
ENSG00000184154,ENSMUSG00000064307,LRRC51,Lrrc51
ENSG00000162763,ENSMUSG00000040485,LRRC52,Lrrc52
ENSG00000183908,ENSMUSG00000075224,LRRC55,Lrrc55
ENSG00000161328,ENSMUSG00000038637,LRRC56,Lrrc56
ENSG00000180979,ENSMUSG00000027286,LRRC57,Lrrc57
ENSG00000163428,ENSMUSG00000034158,LRRC58,Lrrc58
ENSG00000108829,ENSMUSG00000020869,LRRC59,Lrrc59
ENSG00000127399,ENSMUSG00000073096,LRRC61,Lrrc61
ENSG00000173988,ENSMUSG00000021997,LRRC63,Lrrc63
ENSG00000188993,ENSMUSG00000067206,LRRC66,Lrrc66
ENSG00000214954,ENSMUSG00000023151,LRRC69,Lrrc69
ENSG00000033122,ENSMUSG00000028176,LRRC7,Lrrc7
ENSG00000160838,ENSMUSG00000023084,LRRC71,Lrrc71
ENSG00000204052,ENSMUSG00000071073,LRRC73,Lrrc73
ENSG00000100565,ENSMUSG00000059114,LRRC74A,Lrrc74a
ENSG00000187905,ENSMUSG00000022759,LRRC74B,Lrrc74b
ENSG00000181350,ENSMUSG00000046417,LRRC75A,Lrrc75a
ENSG00000178026,ENSMUSG00000046807,LRRC75B,Lrrc75b
ENSG00000136802,ENSMUSG00000007476,LRRC8A,Lrrc8a
ENSG00000197147,ENSMUSG00000070639,LRRC8B,Lrrc8b
ENSG00000171488,ENSMUSG00000054720,LRRC8C,Lrrc8c
ENSG00000171492,ENSMUSG00000046079,LRRC8D,Lrrc8d
ENSG00000171017,ENSMUSG00000046589,LRRC8E,Lrrc8e
ENSG00000131951,ENSMUSG00000021090,LRRC9,Lrrc9
ENSG00000133739,ENSMUSG00000027550,LRRCC1,Lrrcc1
ENSG00000240720,ENSMUSG00000040367,LRRD1,Lrrd1
ENSG00000124831,ENSMUSG00000026305,LRRFIP1,Lrrfip1
ENSG00000093167,ENSMUSG00000032497,LRRFIP2,Lrrfip2
ENSG00000133640,ENSMUSG00000019892,LRRIQ1,Lrriq1
ENSG00000162620,ENSMUSG00000028182,LRRIQ3,Lrriq3
ENSG00000188306,ENSMUSG00000027703,LRRIQ4,Lrriq4
ENSG00000154237,ENSMUSG00000015133,LRRK1,Lrrk1
ENSG00000188906,ENSMUSG00000036273,LRRK2,Lrrk2
ENSG00000175928,ENSMUSG00000034648,LRRN1,Lrrn1
ENSG00000170382,ENSMUSG00000026443,LRRN2,Lrrn2
ENSG00000173114,ENSMUSG00000036295,LRRN3,Lrrn3
ENSG00000125872,ENSMUSG00000043110,LRRN4,Lrrn4
ENSG00000177363,ENSMUSG00000071656,LRRN4CL,Lrrn4cl
ENSG00000162951,ENSMUSG00000060780,LRRTM1,Lrrtm1
ENSG00000146006,ENSMUSG00000071862,LRRTM2,Lrrtm2
ENSG00000198739,ENSMUSG00000042846,LRRTM3,Lrrtm3
ENSG00000176204,ENSMUSG00000052581,LRRTM4,Lrrtm4
ENSG00000148356,ENSMUSG00000026792,LRSAM1,Lrsam1
ENSG00000144771,ENSMUSG00000045776,LRTM1,Lrtm1
ENSG00000166159,ENSMUSG00000055003,LRTM2,Lrtm2
ENSG00000161036,ENSMUSG00000029703,LRWD1,Lrwd1
ENSG00000185565,ENSMUSG00000061080,LSAMP,Lsamp
ENSG00000041802,ENSMUSG00000022538,LSG1,Lsg1
ENSG00000175324,ENSMUSG00000037296,LSM1,Lsm1
ENSG00000181817,ENSMUSG00000050188,LSM10,Lsm10
ENSG00000155858,ENSMUSG00000044847,LSM11,Lsm11
ENSG00000161654,ENSMUSG00000020922,LSM12,Lsm12
ENSG00000257103,ENSMUSG00000066568,LSM14A,Lsm14a
ENSG00000149657,ENSMUSG00000039108,LSM14B,Lsm14b
ENSG00000204392,ENSMUSG00000007050,LSM2,Lsm2
ENSG00000170860,ENSMUSG00000034192,LSM3,Lsm3
ENSG00000130520,ENSMUSG00000031848,LSM4,Lsm4
ENSG00000106355,ENSMUSG00000091625,LSM5,Lsm5
ENSG00000164167,ENSMUSG00000031683,LSM6,Lsm6
ENSG00000130332,ENSMUSG00000035215,LSM7,Lsm7
ENSG00000128534,ENSMUSG00000044155,LSM8,Lsm8
ENSG00000181016,ENSMUSG00000071342,LSMEM1,Lsmem1
ENSG00000179564,ENSMUSG00000103409,LSMEM2,Lsmem2
ENSG00000130592,ENSMUSG00000018819,LSP1,Lsp1
ENSG00000105699,ENSMUSG00000001247,LSR,Lsr
ENSG00000160285,ENSMUSG00000033105,LSS,Lss
ENSG00000204482,ENSMUSG00000073412,LST1,Lst1
ENSG00000226979,ENSMUSG00000024402,LTA,Lta
ENSG00000111144,ENSMUSG00000015889,LTA4H,Lta4h
ENSG00000227507,ENSMUSG00000024399,LTB,Ltb
ENSG00000213906,ENSMUSG00000040432,LTB4R2,Ltb4r2
ENSG00000049323,ENSMUSG00000001870,LTBP1,Ltbp1
ENSG00000119681,ENSMUSG00000002020,LTBP2,Ltbp2
ENSG00000168056,ENSMUSG00000024940,LTBP3,Ltbp3
ENSG00000090006,ENSMUSG00000040488,LTBP4,Ltbp4
ENSG00000111321,ENSMUSG00000030339,LTBR,Ltbr
ENSG00000213316,ENSMUSG00000020377,LTC4S,Ltc4s
ENSG00000012223,ENSMUSG00000032496,LTF,Ltf
ENSG00000062524,ENSMUSG00000027297,LTK,Ltk
ENSG00000198862,ENSMUSG00000052299,LTN1,Ltn1
ENSG00000149716,ENSMUSG00000031072,LTO1,LTO1
ENSG00000135521,ENSMUSG00000019814,LTV1,Ltv1
ENSG00000007392,ENSMUSG00000024188,LUC7L,Luc7l
ENSG00000146963,ENSMUSG00000029823,LUC7L2,Luc7l2
ENSG00000108848,ENSMUSG00000020863,LUC7L3,Luc7l3
ENSG00000139329,ENSMUSG00000036446,LUM,Lum
ENSG00000171357,ENSMUSG00000028701,LURAP1,Lurap1
ENSG00000153714,ENSMUSG00000048706,LURAP1L,Lurap1l
ENSG00000169641,ENSMUSG00000001089,LUZP1,Luzp1
ENSG00000187398,ENSMUSG00000063297,LUZP2,Luzp2
ENSG00000172901,ENSMUSG00000024481,LVRN,Lvrn
ENSG00000079257,ENSMUSG00000047557,LXN,Lxn
ENSG00000291309,ENSMUSG00000075602,LY6S,Ly6a
ENSG00000291309,ENSMUSG00000079018,LY6S,Ly6c1
